fs_id,path,class_label,ship_type,polarization,label,is_cargo,google_path
fs_0015,data/classification/fs/fs_0015.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0015.tiff
fs_0016,data/classification/fs/fs_0016.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0016.tiff
fs_0017,data/classification/fs/fs_0017.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0017.tiff
fs_0018,data/classification/fs/fs_0018.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0018.tiff
fs_0019,data/classification/fs/fs_0019.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0019.tiff
fs_0020,data/classification/fs/fs_0020.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0020.tiff
fs_0021,data/classification/fs/fs_0021.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0021.tiff
fs_0022,data/classification/fs/fs_0022.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0022.tiff
fs_0023,data/classification/fs/fs_0023.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0023.tiff
fs_0024,data/classification/fs/fs_0024.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0024.tiff
fs_0025,data/classification/fs/fs_0025.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0025.tiff
fs_0026,data/classification/fs/fs_0026.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0026.tiff
fs_0027,data/classification/fs/fs_0027.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0027.tiff
fs_0028,data/classification/fs/fs_0028.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0028.tiff
fs_0029,data/classification/fs/fs_0029.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0029.tiff
fs_0030,data/classification/fs/fs_0030.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0030.tiff
fs_0031,data/classification/fs/fs_0031.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0031.tiff
fs_0032,data/classification/fs/fs_0032.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0032.tiff
fs_0033,data/classification/fs/fs_0033.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0033.tiff
fs_0034,data/classification/fs/fs_0034.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0034.tiff
fs_0035,data/classification/fs/fs_0035.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0035.tiff
fs_0036,data/classification/fs/fs_0036.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0036.tiff
fs_0037,data/classification/fs/fs_0037.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0037.tiff
fs_0038,data/classification/fs/fs_0038.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0038.tiff
fs_0039,data/classification/fs/fs_0039.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0039.tiff
fs_0040,data/classification/fs/fs_0040.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0040.tiff
fs_0041,data/classification/fs/fs_0041.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0041.tiff
fs_0042,data/classification/fs/fs_0042.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0042.tiff
fs_0043,data/classification/fs/fs_0043.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0043.tiff
fs_0044,data/classification/fs/fs_0044.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0044.tiff
fs_0045,data/classification/fs/fs_0045.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0045.tiff
fs_0046,data/classification/fs/fs_0046.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0046.tiff
fs_0047,data/classification/fs/fs_0047.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0047.tiff
fs_0048,data/classification/fs/fs_0048.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0048.tiff
fs_0049,data/classification/fs/fs_0049.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0049.tiff
fs_0050,data/classification/fs/fs_0050.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0050.tiff
fs_0051,data/classification/fs/fs_0051.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0051.tiff
fs_0052,data/classification/fs/fs_0052.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0052.tiff
fs_0053,data/classification/fs/fs_0053.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0053.tiff
fs_0054,data/classification/fs/fs_0054.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0054.tiff
fs_0055,data/classification/fs/fs_0055.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0055.tiff
fs_0056,data/classification/fs/fs_0056.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0056.tiff
fs_0057,data/classification/fs/fs_0057.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0057.tiff
fs_0058,data/classification/fs/fs_0058.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0058.tiff
fs_0059,data/classification/fs/fs_0059.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0059.tiff
fs_0060,data/classification/fs/fs_0060.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0060.tiff
fs_0061,data/classification/fs/fs_0061.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0061.tiff
fs_0062,data/classification/fs/fs_0062.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0062.tiff
fs_0063,data/classification/fs/fs_0063.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0063.tiff
fs_0064,data/classification/fs/fs_0064.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0064.tiff
fs_0065,data/classification/fs/fs_0065.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0065.tiff
fs_0066,data/classification/fs/fs_0066.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0066.tiff
fs_0067,data/classification/fs/fs_0067.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0067.tiff
fs_0068,data/classification/fs/fs_0068.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0068.tiff
fs_0069,data/classification/fs/fs_0069.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0069.tiff
fs_0070,data/classification/fs/fs_0070.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0070.tiff
fs_0071,data/classification/fs/fs_0071.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0071.tiff
fs_0072,data/classification/fs/fs_0072.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0072.tiff
fs_0073,data/classification/fs/fs_0073.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0073.tiff
fs_0074,data/classification/fs/fs_0074.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0074.tiff
fs_0075,data/classification/fs/fs_0075.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0075.tiff
fs_0076,data/classification/fs/fs_0076.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0076.tiff
fs_0077,data/classification/fs/fs_0077.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0077.tiff
fs_0078,data/classification/fs/fs_0078.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0078.tiff
fs_0079,data/classification/fs/fs_0079.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0079.tiff
fs_0080,data/classification/fs/fs_0080.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0080.tiff
fs_0081,data/classification/fs/fs_0081.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0081.tiff
fs_0082,data/classification/fs/fs_0082.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0082.tiff
fs_0083,data/classification/fs/fs_0083.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0083.tiff
fs_0084,data/classification/fs/fs_0084.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0084.tiff
fs_0085,data/classification/fs/fs_0085.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0085.tiff
fs_0086,data/classification/fs/fs_0086.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0086.tiff
fs_0087,data/classification/fs/fs_0087.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0087.tiff
fs_0088,data/classification/fs/fs_0088.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0088.tiff
fs_0089,data/classification/fs/fs_0089.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0089.tiff
fs_0090,data/classification/fs/fs_0090.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0090.tiff
fs_0091,data/classification/fs/fs_0091.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0091.tiff
fs_0092,data/classification/fs/fs_0092.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0092.tiff
fs_0093,data/classification/fs/fs_0093.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0093.tiff
fs_0094,data/classification/fs/fs_0094.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0094.tiff
fs_0095,data/classification/fs/fs_0095.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0095.tiff
fs_0096,data/classification/fs/fs_0096.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0096.tiff
fs_0097,data/classification/fs/fs_0097.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0097.tiff
fs_0098,data/classification/fs/fs_0098.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0098.tiff
fs_0099,data/classification/fs/fs_0099.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0099.tiff
fs_0100,data/classification/fs/fs_0100.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0100.tiff
fs_0101,data/classification/fs/fs_0101.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0101.tiff
fs_0102,data/classification/fs/fs_0102.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0102.tiff
fs_0103,data/classification/fs/fs_0103.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0103.tiff
fs_0104,data/classification/fs/fs_0104.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0104.tiff
fs_0105,data/classification/fs/fs_0105.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0105.tiff
fs_0106,data/classification/fs/fs_0106.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0106.tiff
fs_0107,data/classification/fs/fs_0107.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0107.tiff
fs_0108,data/classification/fs/fs_0108.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0108.tiff
fs_0109,data/classification/fs/fs_0109.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0109.tiff
fs_0110,data/classification/fs/fs_0110.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0110.tiff
fs_0111,data/classification/fs/fs_0111.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0111.tiff
fs_0112,data/classification/fs/fs_0112.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0112.tiff
fs_0113,data/classification/fs/fs_0113.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0113.tiff
fs_0114,data/classification/fs/fs_0114.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0114.tiff
fs_0115,data/classification/fs/fs_0115.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0115.tiff
fs_0116,data/classification/fs/fs_0116.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0116.tiff
fs_0117,data/classification/fs/fs_0117.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0117.tiff
fs_0118,data/classification/fs/fs_0118.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0118.tiff
fs_0119,data/classification/fs/fs_0119.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0119.tiff
fs_0120,data/classification/fs/fs_0120.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0120.tiff
fs_0121,data/classification/fs/fs_0121.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0121.tiff
fs_0122,data/classification/fs/fs_0122.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0122.tiff
fs_0123,data/classification/fs/fs_0123.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0123.tiff
fs_0124,data/classification/fs/fs_0124.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0124.tiff
fs_0125,data/classification/fs/fs_0125.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0125.tiff
fs_0126,data/classification/fs/fs_0126.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0126.tiff
fs_0127,data/classification/fs/fs_0127.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0127.tiff
fs_0128,data/classification/fs/fs_0128.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0128.tiff
fs_0129,data/classification/fs/fs_0129.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0129.tiff
fs_0130,data/classification/fs/fs_0130.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0130.tiff
fs_0131,data/classification/fs/fs_0131.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0131.tiff
fs_0132,data/classification/fs/fs_0132.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0132.tiff
fs_0133,data/classification/fs/fs_0133.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0133.tiff
fs_0134,data/classification/fs/fs_0134.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0134.tiff
fs_0135,data/classification/fs/fs_0135.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0135.tiff
fs_0136,data/classification/fs/fs_0136.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0136.tiff
fs_0137,data/classification/fs/fs_0137.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0137.tiff
fs_0138,data/classification/fs/fs_0138.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0138.tiff
fs_0139,data/classification/fs/fs_0139.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0139.tiff
fs_0140,data/classification/fs/fs_0140.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0140.tiff
fs_0141,data/classification/fs/fs_0141.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0141.tiff
fs_0142,data/classification/fs/fs_0142.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0142.tiff
fs_0143,data/classification/fs/fs_0143.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0143.tiff
fs_0144,data/classification/fs/fs_0144.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0144.tiff
fs_0145,data/classification/fs/fs_0145.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0145.tiff
fs_0146,data/classification/fs/fs_0146.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0146.tiff
fs_0147,data/classification/fs/fs_0147.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0147.tiff
fs_0148,data/classification/fs/fs_0148.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0148.tiff
fs_0149,data/classification/fs/fs_0149.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0149.tiff
fs_0150,data/classification/fs/fs_0150.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0150.tiff
fs_0151,data/classification/fs/fs_0151.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0151.tiff
fs_0152,data/classification/fs/fs_0152.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0152.tiff
fs_0153,data/classification/fs/fs_0153.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0153.tiff
fs_0154,data/classification/fs/fs_0154.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0154.tiff
fs_0155,data/classification/fs/fs_0155.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0155.tiff
fs_0156,data/classification/fs/fs_0156.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0156.tiff
fs_0157,data/classification/fs/fs_0157.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0157.tiff
fs_0158,data/classification/fs/fs_0158.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0158.tiff
fs_0159,data/classification/fs/fs_0159.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0159.tiff
fs_0160,data/classification/fs/fs_0160.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0160.tiff
fs_0161,data/classification/fs/fs_0161.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0161.tiff
fs_0162,data/classification/fs/fs_0162.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0162.tiff
fs_0163,data/classification/fs/fs_0163.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0163.tiff
fs_0164,data/classification/fs/fs_0164.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0164.tiff
fs_0165,data/classification/fs/fs_0165.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0165.tiff
fs_0166,data/classification/fs/fs_0166.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0166.tiff
fs_0167,data/classification/fs/fs_0167.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0167.tiff
fs_0168,data/classification/fs/fs_0168.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0168.tiff
fs_0169,data/classification/fs/fs_0169.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0169.tiff
fs_0170,data/classification/fs/fs_0170.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0170.tiff
fs_0171,data/classification/fs/fs_0171.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0171.tiff
fs_0172,data/classification/fs/fs_0172.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0172.tiff
fs_0173,data/classification/fs/fs_0173.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0173.tiff
fs_0174,data/classification/fs/fs_0174.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0174.tiff
fs_0175,data/classification/fs/fs_0175.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0175.tiff
fs_0176,data/classification/fs/fs_0176.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0176.tiff
fs_0177,data/classification/fs/fs_0177.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0177.tiff
fs_0178,data/classification/fs/fs_0178.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0178.tiff
fs_0179,data/classification/fs/fs_0179.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0179.tiff
fs_0180,data/classification/fs/fs_0180.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0180.tiff
fs_0181,data/classification/fs/fs_0181.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0181.tiff
fs_0182,data/classification/fs/fs_0182.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0182.tiff
fs_0183,data/classification/fs/fs_0183.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0183.tiff
fs_0184,data/classification/fs/fs_0184.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0184.tiff
fs_0185,data/classification/fs/fs_0185.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0185.tiff
fs_0186,data/classification/fs/fs_0186.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0186.tiff
fs_0187,data/classification/fs/fs_0187.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0187.tiff
fs_0188,data/classification/fs/fs_0188.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0188.tiff
fs_0189,data/classification/fs/fs_0189.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0189.tiff
fs_0190,data/classification/fs/fs_0190.tiff,Cargo/BulkCarrier,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0190.tiff
