os2_id,path,class_label,ship_type,polarization,label,is_cargo,google_path
os2_00020,data/classification/os2/os2_00020.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00020.tif
os2_00021,data/classification/os2/os2_00021.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00021.tif
os2_00022,data/classification/os2/os2_00022.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00022.tif
os2_00023,data/classification/os2/os2_00023.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00023.tif
os2_00024,data/classification/os2/os2_00024.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00024.tif
os2_00025,data/classification/os2/os2_00025.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00025.tif
os2_00026,data/classification/os2/os2_00026.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00026.tif
os2_00027,data/classification/os2/os2_00027.tif,Cargo,79,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00027.tif
os2_00028,data/classification/os2/os2_00028.tif,Cargo,79,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00028.tif
os2_00029,data/classification/os2/os2_00029.tif,Cargo,79,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00029.tif
os2_00030,data/classification/os2/os2_00030.tif,Cargo,79,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00030.tif
os2_00031,data/classification/os2/os2_00031.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00031.tif
os2_00032,data/classification/os2/os2_00032.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00032.tif
os2_00033,data/classification/os2/os2_00033.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00033.tif
os2_00034,data/classification/os2/os2_00034.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00034.tif
os2_00035,data/classification/os2/os2_00035.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00035.tif
os2_00036,data/classification/os2/os2_00036.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00036.tif
os2_00037,data/classification/os2/os2_00037.tif,Cargo,79,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00037.tif
os2_00038,data/classification/os2/os2_00038.tif,Cargo,79,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00038.tif
os2_00039,data/classification/os2/os2_00039.tif,Cargo,79,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00039.tif
os2_00040,data/classification/os2/os2_00040.tif,Cargo,79,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00040.tif
os2_00041,data/classification/os2/os2_00041.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00041.tif
os2_00042,data/classification/os2/os2_00042.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00042.tif
os2_00043,data/classification/os2/os2_00043.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00043.tif
os2_00044,data/classification/os2/os2_00044.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00044.tif
os2_00045,data/classification/os2/os2_00045.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00045.tif
os2_00046,data/classification/os2/os2_00046.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00046.tif
os2_00047,data/classification/os2/os2_00047.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00047.tif
os2_00048,data/classification/os2/os2_00048.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00048.tif
os2_00049,data/classification/os2/os2_00049.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00049.tif
os2_00050,data/classification/os2/os2_00050.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00050.tif
os2_00051,data/classification/os2/os2_00051.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00051.tif
os2_00052,data/classification/os2/os2_00052.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00052.tif
os2_00053,data/classification/os2/os2_00053.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00053.tif
os2_00054,data/classification/os2/os2_00054.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00054.tif
os2_00055,data/classification/os2/os2_00055.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00055.tif
os2_00056,data/classification/os2/os2_00056.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00056.tif
os2_00057,data/classification/os2/os2_00057.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00057.tif
os2_00058,data/classification/os2/os2_00058.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00058.tif
os2_00059,data/classification/os2/os2_00059.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00059.tif
os2_00060,data/classification/os2/os2_00060.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00060.tif
os2_00061,data/classification/os2/os2_00061.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00061.tif
os2_00062,data/classification/os2/os2_00062.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00062.tif
os2_00063,data/classification/os2/os2_00063.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00063.tif
os2_00064,data/classification/os2/os2_00064.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00064.tif
os2_00065,data/classification/os2/os2_00065.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00065.tif
os2_00066,data/classification/os2/os2_00066.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00066.tif
os2_00067,data/classification/os2/os2_00067.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00067.tif
os2_00068,data/classification/os2/os2_00068.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00068.tif
os2_00069,data/classification/os2/os2_00069.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00069.tif
os2_00070,data/classification/os2/os2_00070.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00070.tif
os2_00071,data/classification/os2/os2_00071.tif,Cargo,79,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00071.tif
os2_00072,data/classification/os2/os2_00072.tif,Cargo,79,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00072.tif
os2_00073,data/classification/os2/os2_00073.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00073.tif
os2_00074,data/classification/os2/os2_00074.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00074.tif
os2_00075,data/classification/os2/os2_00075.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00075.tif
os2_00076,data/classification/os2/os2_00076.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00076.tif
os2_00077,data/classification/os2/os2_00077.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00077.tif
os2_00078,data/classification/os2/os2_00078.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00078.tif
os2_00079,data/classification/os2/os2_00079.tif,Cargo,79,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00079.tif
os2_00080,data/classification/os2/os2_00080.tif,Cargo,79,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00080.tif
os2_00081,data/classification/os2/os2_00081.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00081.tif
os2_00082,data/classification/os2/os2_00082.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00082.tif
os2_00083,data/classification/os2/os2_00083.tif,Cargo,79,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00083.tif
os2_00084,data/classification/os2/os2_00084.tif,Cargo,79,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00084.tif
os2_00085,data/classification/os2/os2_00085.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00085.tif
os2_00086,data/classification/os2/os2_00086.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00086.tif
os2_00087,data/classification/os2/os2_00087.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00087.tif
os2_00088,data/classification/os2/os2_00088.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00088.tif
os2_00089,data/classification/os2/os2_00089.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00089.tif
os2_00090,data/classification/os2/os2_00090.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00090.tif
os2_00091,data/classification/os2/os2_00091.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00091.tif
os2_00092,data/classification/os2/os2_00092.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00092.tif
os2_00093,data/classification/os2/os2_00093.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00093.tif
os2_00094,data/classification/os2/os2_00094.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00094.tif
os2_00095,data/classification/os2/os2_00095.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00095.tif
os2_00096,data/classification/os2/os2_00096.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00096.tif
os2_00097,data/classification/os2/os2_00097.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00097.tif
os2_00098,data/classification/os2/os2_00098.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00098.tif
os2_00099,data/classification/os2/os2_00099.tif,Cargo,79,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00099.tif
os2_00100,data/classification/os2/os2_00100.tif,Cargo,79,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00100.tif
os2_00101,data/classification/os2/os2_00101.tif,Cargo,71,vh,cargo,1,/content/drive/MyDrive/classification/os2/os2_00101.tif
os2_00102,data/classification/os2/os2_00102.tif,Cargo,71,vv,cargo,1,/content/drive/MyDrive/classification/os2/os2_00102.tif
os2_00103,data/classification/os2/os2_00103.tif,Dredging or underwater ops,33,vh,engineering,0,/content/drive/MyDrive/classification/os2/os2_00103.tif
os2_00104,data/classification/os2/os2_00104.tif,Dredging or underwater ops,33,vv,engineering,0,/content/drive/MyDrive/classification/os2/os2_00104.tif
os2_00105,data/classification/os2/os2_00105.tif,High speed craft,40,vh,other,0,/content/drive/MyDrive/classification/os2/os2_00105.tif
os2_00106,data/classification/os2/os2_00106.tif,High speed craft,40,vv,other,0,/content/drive/MyDrive/classification/os2/os2_00106.tif
os2_00107,data/classification/os2/os2_00107.tif,Other Type,16,vh,unknown,0,/content/drive/MyDrive/classification/os2/os2_00107.tif
os2_00108,data/classification/os2/os2_00108.tif,Other Type,16,vv,unknown,0,/content/drive/MyDrive/classification/os2/os2_00108.tif
os2_00109,data/classification/os2/os2_00109.tif,Other Type,0,vh,unknown,0,/content/drive/MyDrive/classification/os2/os2_00109.tif
os2_00110,data/classification/os2/os2_00110.tif,Other Type,0,vv,unknown,0,/content/drive/MyDrive/classification/os2/os2_00110.tif
os2_00111,data/classification/os2/os2_00111.tif,Other Type,90,vh,other,0,/content/drive/MyDrive/classification/os2/os2_00111.tif
os2_00112,data/classification/os2/os2_00112.tif,Other Type,90,vv,other,0,/content/drive/MyDrive/classification/os2/os2_00112.tif
os2_00113,data/classification/os2/os2_00113.tif,Other Type,0,vh,unknown,0,/content/drive/MyDrive/classification/os2/os2_00113.tif
os2_00114,data/classification/os2/os2_00114.tif,Other Type,0,vv,unknown,0,/content/drive/MyDrive/classification/os2/os2_00114.tif
os2_00115,data/classification/os2/os2_00115.tif,Other Type,99,vh,other,0,/content/drive/MyDrive/classification/os2/os2_00115.tif
os2_00116,data/classification/os2/os2_00116.tif,Other Type,99,vv,other,0,/content/drive/MyDrive/classification/os2/os2_00116.tif
os2_00117,data/classification/os2/os2_00117.tif,Other Type,0,vh,unknown,0,/content/drive/MyDrive/classification/os2/os2_00117.tif
os2_00118,data/classification/os2/os2_00118.tif,Other Type,0,vv,unknown,0,/content/drive/MyDrive/classification/os2/os2_00118.tif
os2_00119,data/classification/os2/os2_00119.tif,Other Type,0,vh,unknown,0,/content/drive/MyDrive/classification/os2/os2_00119.tif
os2_00120,data/classification/os2/os2_00120.tif,Other Type,0,vv,unknown,0,/content/drive/MyDrive/classification/os2/os2_00120.tif
os2_00121,data/classification/os2/os2_00121.tif,Other Type,0,vh,unknown,0,/content/drive/MyDrive/classification/os2/os2_00121.tif
os2_00122,data/classification/os2/os2_00122.tif,Other Type,0,vv,unknown,0,/content/drive/MyDrive/classification/os2/os2_00122.tif
os2_00123,data/classification/os2/os2_00123.tif,Other Type,8,vh,unknown,0,/content/drive/MyDrive/classification/os2/os2_00123.tif
os2_00124,data/classification/os2/os2_00124.tif,Other Type,8,vv,unknown,0,/content/drive/MyDrive/classification/os2/os2_00124.tif
os2_00125,data/classification/os2/os2_00125.tif,Other Type,0,vh,unknown,0,/content/drive/MyDrive/classification/os2/os2_00125.tif
os2_00126,data/classification/os2/os2_00126.tif,Other Type,0,vv,unknown,0,/content/drive/MyDrive/classification/os2/os2_00126.tif
os2_00127,data/classification/os2/os2_00127.tif,Other Type,0,vh,unknown,0,/content/drive/MyDrive/classification/os2/os2_00127.tif
os2_00128,data/classification/os2/os2_00128.tif,Other Type,0,vv,unknown,0,/content/drive/MyDrive/classification/os2/os2_00128.tif
os2_00129,data/classification/os2/os2_00129.tif,Other Type,0,vh,unknown,0,/content/drive/MyDrive/classification/os2/os2_00129.tif
os2_00130,data/classification/os2/os2_00130.tif,Other Type,0,vv,unknown,0,/content/drive/MyDrive/classification/os2/os2_00130.tif
os2_00131,data/classification/os2/os2_00131.tif,Other Type,90,vh,other,0,/content/drive/MyDrive/classification/os2/os2_00131.tif
os2_00132,data/classification/os2/os2_00132.tif,Other Type,90,vv,other,0,/content/drive/MyDrive/classification/os2/os2_00132.tif
os2_00133,data/classification/os2/os2_00133.tif,Other Type,0,vh,unknown,0,/content/drive/MyDrive/classification/os2/os2_00133.tif
os2_00134,data/classification/os2/os2_00134.tif,Other Type,0,vv,unknown,0,/content/drive/MyDrive/classification/os2/os2_00134.tif
os2_00135,data/classification/os2/os2_00135.tif,Other Type,0,vh,unknown,0,/content/drive/MyDrive/classification/os2/os2_00135.tif
os2_00136,data/classification/os2/os2_00136.tif,Other Type,0,vv,unknown,0,/content/drive/MyDrive/classification/os2/os2_00136.tif
os2_00137,data/classification/os2/os2_00137.tif,Other Type,90,vh,other,0,/content/drive/MyDrive/classification/os2/os2_00137.tif
os2_00138,data/classification/os2/os2_00138.tif,Other Type,90,vv,other,0,/content/drive/MyDrive/classification/os2/os2_00138.tif
os2_00139,data/classification/os2/os2_00139.tif,Other Type,10,vh,unknown,0,/content/drive/MyDrive/classification/os2/os2_00139.tif
os2_00140,data/classification/os2/os2_00140.tif,Other Type,10,vv,unknown,0,/content/drive/MyDrive/classification/os2/os2_00140.tif
os2_00141,data/classification/os2/os2_00141.tif,Other Type,99,vh,other,0,/content/drive/MyDrive/classification/os2/os2_00141.tif
os2_00142,data/classification/os2/os2_00142.tif,Other Type,99,vv,other,0,/content/drive/MyDrive/classification/os2/os2_00142.tif
os2_00143,data/classification/os2/os2_00143.tif,Other Type,0,vh,unknown,0,/content/drive/MyDrive/classification/os2/os2_00143.tif
os2_00144,data/classification/os2/os2_00144.tif,Other Type,0,vv,unknown,0,/content/drive/MyDrive/classification/os2/os2_00144.tif
os2_00145,data/classification/os2/os2_00145.tif,Passenger,60,vh,passenger,0,/content/drive/MyDrive/classification/os2/os2_00145.tif
os2_00146,data/classification/os2/os2_00146.tif,Passenger,60,vv,passenger,0,/content/drive/MyDrive/classification/os2/os2_00146.tif
os2_00147,data/classification/os2/os2_00147.tif,Port Tender,53,vh,engineering,0,/content/drive/MyDrive/classification/os2/os2_00147.tif
os2_00148,data/classification/os2/os2_00148.tif,Port Tender,53,vv,engineering,0,/content/drive/MyDrive/classification/os2/os2_00148.tif
os2_00149,data/classification/os2/os2_00149.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00149.tif
os2_00150,data/classification/os2/os2_00150.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00150.tif
os2_00151,data/classification/os2/os2_00151.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00151.tif
os2_00152,data/classification/os2/os2_00152.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00152.tif
os2_00153,data/classification/os2/os2_00153.tif,Tanker,83,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00153.tif
os2_00154,data/classification/os2/os2_00154.tif,Tanker,83,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00154.tif
os2_00155,data/classification/os2/os2_00155.tif,Tanker,84,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00155.tif
os2_00156,data/classification/os2/os2_00156.tif,Tanker,84,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00156.tif
os2_00157,data/classification/os2/os2_00157.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00157.tif
os2_00158,data/classification/os2/os2_00158.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00158.tif
os2_00159,data/classification/os2/os2_00159.tif,Tanker,84,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00159.tif
os2_00160,data/classification/os2/os2_00160.tif,Tanker,84,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00160.tif
os2_00161,data/classification/os2/os2_00161.tif,Tanker,81,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00161.tif
os2_00162,data/classification/os2/os2_00162.tif,Tanker,81,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00162.tif
os2_00163,data/classification/os2/os2_00163.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00163.tif
os2_00164,data/classification/os2/os2_00164.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00164.tif
os2_00165,data/classification/os2/os2_00165.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00165.tif
os2_00166,data/classification/os2/os2_00166.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00166.tif
os2_00167,data/classification/os2/os2_00167.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00167.tif
os2_00168,data/classification/os2/os2_00168.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00168.tif
os2_00169,data/classification/os2/os2_00169.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00169.tif
os2_00170,data/classification/os2/os2_00170.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00170.tif
os2_00171,data/classification/os2/os2_00171.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00171.tif
os2_00172,data/classification/os2/os2_00172.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00172.tif
os2_00173,data/classification/os2/os2_00173.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00173.tif
os2_00174,data/classification/os2/os2_00174.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00174.tif
os2_00175,data/classification/os2/os2_00175.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00175.tif
os2_00176,data/classification/os2/os2_00176.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00176.tif
os2_00177,data/classification/os2/os2_00177.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00177.tif
os2_00178,data/classification/os2/os2_00178.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00178.tif
os2_00179,data/classification/os2/os2_00179.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00179.tif
os2_00180,data/classification/os2/os2_00180.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00180.tif
os2_00181,data/classification/os2/os2_00181.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00181.tif
os2_00182,data/classification/os2/os2_00182.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00182.tif
os2_00183,data/classification/os2/os2_00183.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00183.tif
os2_00184,data/classification/os2/os2_00184.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00184.tif
os2_00185,data/classification/os2/os2_00185.tif,Tanker,89,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00185.tif
os2_00186,data/classification/os2/os2_00186.tif,Tanker,89,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00186.tif
os2_00187,data/classification/os2/os2_00187.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00187.tif
os2_00188,data/classification/os2/os2_00188.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00188.tif
os2_00189,data/classification/os2/os2_00189.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00189.tif
os2_00190,data/classification/os2/os2_00190.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00190.tif
os2_00191,data/classification/os2/os2_00191.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00191.tif
os2_00192,data/classification/os2/os2_00192.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00192.tif
os2_00193,data/classification/os2/os2_00193.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00193.tif
os2_00194,data/classification/os2/os2_00194.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00194.tif
os2_00195,data/classification/os2/os2_00195.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00195.tif
os2_00196,data/classification/os2/os2_00196.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00196.tif
os2_00197,data/classification/os2/os2_00197.tif,Tanker,88,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00197.tif
os2_00198,data/classification/os2/os2_00198.tif,Tanker,88,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00198.tif
os2_00199,data/classification/os2/os2_00199.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00199.tif
os2_00200,data/classification/os2/os2_00200.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00200.tif
os2_00201,data/classification/os2/os2_00201.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00201.tif
os2_00202,data/classification/os2/os2_00202.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00202.tif
os2_00203,data/classification/os2/os2_00203.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00203.tif
os2_00204,data/classification/os2/os2_00204.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00204.tif
os2_00205,data/classification/os2/os2_00205.tif,Tanker,89,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00205.tif
os2_00206,data/classification/os2/os2_00206.tif,Tanker,89,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00206.tif
os2_00207,data/classification/os2/os2_00207.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00207.tif
os2_00208,data/classification/os2/os2_00208.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00208.tif
os2_00209,data/classification/os2/os2_00209.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00209.tif
os2_00210,data/classification/os2/os2_00210.tif,Tanker,80,vv,tanker,0,/content/drive/MyDrive/classification/os2/os2_00210.tif
os2_00211,data/classification/os2/os2_00211.tif,Tanker,80,vh,tanker,0,/content/drive/MyDrive/classification/os2/os2_00211.tif
