os1_id,path,class_label,ship_type,polarization,label,is_cargo,google_path
os1_00047,data/classification/os1/os1_00047.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00047.tif
os1_00048,data/classification/os1/os1_00048.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00048.tif
os1_00049,data/classification/os1/os1_00049.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00049.tif
os1_00050,data/classification/os1/os1_00050.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00050.tif
os1_00051,data/classification/os1/os1_00051.tif,Cargo,79,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00051.tif
os1_00052,data/classification/os1/os1_00052.tif,Cargo,79,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00052.tif
os1_00053,data/classification/os1/os1_00053.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00053.tif
os1_00054,data/classification/os1/os1_00054.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00054.tif
os1_00055,data/classification/os1/os1_00055.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00055.tif
os1_00056,data/classification/os1/os1_00056.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00056.tif
os1_00057,data/classification/os1/os1_00057.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00057.tif
os1_00058,data/classification/os1/os1_00058.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00058.tif
os1_00059,data/classification/os1/os1_00059.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00059.tif
os1_00060,data/classification/os1/os1_00060.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00060.tif
os1_00061,data/classification/os1/os1_00061.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00061.tif
os1_00062,data/classification/os1/os1_00062.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00062.tif
os1_00063,data/classification/os1/os1_00063.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00063.tif
os1_00064,data/classification/os1/os1_00064.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00064.tif
os1_00065,data/classification/os1/os1_00065.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00065.tif
os1_00066,data/classification/os1/os1_00066.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00066.tif
os1_00067,data/classification/os1/os1_00067.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00067.tif
os1_00068,data/classification/os1/os1_00068.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00068.tif
os1_00069,data/classification/os1/os1_00069.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00069.tif
os1_00070,data/classification/os1/os1_00070.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00070.tif
os1_00071,data/classification/os1/os1_00071.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00071.tif
os1_00072,data/classification/os1/os1_00072.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00072.tif
os1_00073,data/classification/os1/os1_00073.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00073.tif
os1_00074,data/classification/os1/os1_00074.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00074.tif
os1_00075,data/classification/os1/os1_00075.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00075.tif
os1_00076,data/classification/os1/os1_00076.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00076.tif
os1_00077,data/classification/os1/os1_00077.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00077.tif
os1_00078,data/classification/os1/os1_00078.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00078.tif
os1_00079,data/classification/os1/os1_00079.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00079.tif
os1_00080,data/classification/os1/os1_00080.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00080.tif
os1_00081,data/classification/os1/os1_00081.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00081.tif
os1_00082,data/classification/os1/os1_00082.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00082.tif
os1_00083,data/classification/os1/os1_00083.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00083.tif
os1_00084,data/classification/os1/os1_00084.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00084.tif
os1_00085,data/classification/os1/os1_00085.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00085.tif
os1_00086,data/classification/os1/os1_00086.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00086.tif
os1_00087,data/classification/os1/os1_00087.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00087.tif
os1_00088,data/classification/os1/os1_00088.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00088.tif
os1_00089,data/classification/os1/os1_00089.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00089.tif
os1_00090,data/classification/os1/os1_00090.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00090.tif
os1_00091,data/classification/os1/os1_00091.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00091.tif
os1_00092,data/classification/os1/os1_00092.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00092.tif
os1_00093,data/classification/os1/os1_00093.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00093.tif
os1_00094,data/classification/os1/os1_00094.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00094.tif
os1_00095,data/classification/os1/os1_00095.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00095.tif
os1_00096,data/classification/os1/os1_00096.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00096.tif
os1_00097,data/classification/os1/os1_00097.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00097.tif
os1_00098,data/classification/os1/os1_00098.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00098.tif
os1_00099,data/classification/os1/os1_00099.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00099.tif
os1_00100,data/classification/os1/os1_00100.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00100.tif
os1_00101,data/classification/os1/os1_00101.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00101.tif
os1_00102,data/classification/os1/os1_00102.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00102.tif
os1_00103,data/classification/os1/os1_00103.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00103.tif
os1_00104,data/classification/os1/os1_00104.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00104.tif
os1_00105,data/classification/os1/os1_00105.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00105.tif
os1_00106,data/classification/os1/os1_00106.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00106.tif
os1_00107,data/classification/os1/os1_00107.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00107.tif
os1_00108,data/classification/os1/os1_00108.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00108.tif
os1_00109,data/classification/os1/os1_00109.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00109.tif
os1_00110,data/classification/os1/os1_00110.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00110.tif
os1_00111,data/classification/os1/os1_00111.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00111.tif
os1_00112,data/classification/os1/os1_00112.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00112.tif
os1_00113,data/classification/os1/os1_00113.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00113.tif
os1_00114,data/classification/os1/os1_00114.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00114.tif
os1_00115,data/classification/os1/os1_00115.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00115.tif
os1_00116,data/classification/os1/os1_00116.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00116.tif
os1_00117,data/classification/os1/os1_00117.tif,Cargo,71,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00117.tif
os1_00118,data/classification/os1/os1_00118.tif,Cargo,71,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00118.tif
os1_00119,data/classification/os1/os1_00119.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00119.tif
os1_00120,data/classification/os1/os1_00120.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00120.tif
os1_00121,data/classification/os1/os1_00121.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00121.tif
os1_00122,data/classification/os1/os1_00122.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00122.tif
os1_00123,data/classification/os1/os1_00123.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00123.tif
os1_00124,data/classification/os1/os1_00124.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00124.tif
os1_00125,data/classification/os1/os1_00125.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00125.tif
os1_00126,data/classification/os1/os1_00126.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00126.tif
os1_00127,data/classification/os1/os1_00127.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00127.tif
os1_00128,data/classification/os1/os1_00128.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00128.tif
os1_00129,data/classification/os1/os1_00129.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00129.tif
os1_00130,data/classification/os1/os1_00130.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00130.tif
os1_00131,data/classification/os1/os1_00131.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00131.tif
os1_00132,data/classification/os1/os1_00132.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00132.tif
os1_00133,data/classification/os1/os1_00133.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00133.tif
os1_00134,data/classification/os1/os1_00134.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00134.tif
os1_00135,data/classification/os1/os1_00135.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00135.tif
os1_00136,data/classification/os1/os1_00136.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00136.tif
os1_00137,data/classification/os1/os1_00137.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00137.tif
os1_00138,data/classification/os1/os1_00138.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00138.tif
os1_00139,data/classification/os1/os1_00139.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00139.tif
os1_00140,data/classification/os1/os1_00140.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00140.tif
os1_00141,data/classification/os1/os1_00141.tif,Cargo,79,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00141.tif
os1_00142,data/classification/os1/os1_00142.tif,Cargo,79,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00142.tif
os1_00143,data/classification/os1/os1_00143.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00143.tif
os1_00144,data/classification/os1/os1_00144.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00144.tif
os1_00145,data/classification/os1/os1_00145.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00145.tif
os1_00146,data/classification/os1/os1_00146.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00146.tif
os1_00147,data/classification/os1/os1_00147.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00147.tif
os1_00148,data/classification/os1/os1_00148.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00148.tif
os1_00149,data/classification/os1/os1_00149.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00149.tif
os1_00150,data/classification/os1/os1_00150.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00150.tif
os1_00151,data/classification/os1/os1_00151.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00151.tif
os1_00152,data/classification/os1/os1_00152.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00152.tif
os1_00153,data/classification/os1/os1_00153.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00153.tif
os1_00154,data/classification/os1/os1_00154.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00154.tif
os1_00155,data/classification/os1/os1_00155.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00155.tif
os1_00156,data/classification/os1/os1_00156.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00156.tif
os1_00157,data/classification/os1/os1_00157.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00157.tif
os1_00158,data/classification/os1/os1_00158.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00158.tif
os1_00159,data/classification/os1/os1_00159.tif,Cargo,79,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00159.tif
os1_00160,data/classification/os1/os1_00160.tif,Cargo,79,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00160.tif
os1_00161,data/classification/os1/os1_00161.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00161.tif
os1_00162,data/classification/os1/os1_00162.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00162.tif
os1_00163,data/classification/os1/os1_00163.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00163.tif
os1_00164,data/classification/os1/os1_00164.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00164.tif
os1_00165,data/classification/os1/os1_00165.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00165.tif
os1_00166,data/classification/os1/os1_00166.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00166.tif
os1_00167,data/classification/os1/os1_00167.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00167.tif
os1_00168,data/classification/os1/os1_00168.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00168.tif
os1_00169,data/classification/os1/os1_00169.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00169.tif
os1_00170,data/classification/os1/os1_00170.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00170.tif
os1_00171,data/classification/os1/os1_00171.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00171.tif
os1_00172,data/classification/os1/os1_00172.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00172.tif
os1_00173,data/classification/os1/os1_00173.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00173.tif
os1_00174,data/classification/os1/os1_00174.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00174.tif
os1_00175,data/classification/os1/os1_00175.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00175.tif
os1_00176,data/classification/os1/os1_00176.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00176.tif
os1_00177,data/classification/os1/os1_00177.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00177.tif
os1_00178,data/classification/os1/os1_00178.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00178.tif
os1_00179,data/classification/os1/os1_00179.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00179.tif
os1_00180,data/classification/os1/os1_00180.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00180.tif
os1_00181,data/classification/os1/os1_00181.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00181.tif
os1_00182,data/classification/os1/os1_00182.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00182.tif
os1_00183,data/classification/os1/os1_00183.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00183.tif
os1_00184,data/classification/os1/os1_00184.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00184.tif
os1_00185,data/classification/os1/os1_00185.tif,Cargo,79,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00185.tif
os1_00186,data/classification/os1/os1_00186.tif,Cargo,79,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00186.tif
os1_00187,data/classification/os1/os1_00187.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00187.tif
os1_00188,data/classification/os1/os1_00188.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00188.tif
os1_00189,data/classification/os1/os1_00189.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00189.tif
os1_00190,data/classification/os1/os1_00190.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00190.tif
os1_00191,data/classification/os1/os1_00191.tif,Cargo,74,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00191.tif
os1_00192,data/classification/os1/os1_00192.tif,Cargo,74,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00192.tif
os1_00193,data/classification/os1/os1_00193.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00193.tif
os1_00194,data/classification/os1/os1_00194.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00194.tif
os1_00195,data/classification/os1/os1_00195.tif,Cargo,70,vh,cargo,1,/content/drive/MyDrive/classification/os1/os1_00195.tif
os1_00196,data/classification/os1/os1_00196.tif,Cargo,70,vv,cargo,1,/content/drive/MyDrive/classification/os1/os1_00196.tif
os1_00197,data/classification/os1/os1_00197.tif,Other Type,90,vh,other,0,/content/drive/MyDrive/classification/os1/os1_00197.tif
os1_00198,data/classification/os1/os1_00198.tif,Other Type,90,vv,other,0,/content/drive/MyDrive/classification/os1/os1_00198.tif
os1_00199,data/classification/os1/os1_00199.tif,Other Type,0,vh,unknown,0,/content/drive/MyDrive/classification/os1/os1_00199.tif
os1_00200,data/classification/os1/os1_00200.tif,Other Type,0,vv,unknown,0,/content/drive/MyDrive/classification/os1/os1_00200.tif
os1_00201,data/classification/os1/os1_00201.tif,Other Type,0,vh,unknown,0,/content/drive/MyDrive/classification/os1/os1_00201.tif
os1_00202,data/classification/os1/os1_00202.tif,Other Type,0,vv,unknown,0,/content/drive/MyDrive/classification/os1/os1_00202.tif
os1_00203,data/classification/os1/os1_00203.tif,Other Type,0,vh,unknown,0,/content/drive/MyDrive/classification/os1/os1_00203.tif
os1_00204,data/classification/os1/os1_00204.tif,Other Type,0,vv,unknown,0,/content/drive/MyDrive/classification/os1/os1_00204.tif
os1_00205,data/classification/os1/os1_00205.tif,Other Type,0,vh,unknown,0,/content/drive/MyDrive/classification/os1/os1_00205.tif
os1_00206,data/classification/os1/os1_00206.tif,Other Type,0,vv,unknown,0,/content/drive/MyDrive/classification/os1/os1_00206.tif
os1_00207,data/classification/os1/os1_00207.tif,Other Type,0,vh,unknown,0,/content/drive/MyDrive/classification/os1/os1_00207.tif
os1_00208,data/classification/os1/os1_00208.tif,Other Type,0,vv,unknown,0,/content/drive/MyDrive/classification/os1/os1_00208.tif
os1_00209,data/classification/os1/os1_00209.tif,Other Type,0,vh,unknown,0,/content/drive/MyDrive/classification/os1/os1_00209.tif
os1_00210,data/classification/os1/os1_00210.tif,Other Type,0,vv,unknown,0,/content/drive/MyDrive/classification/os1/os1_00210.tif
os1_00211,data/classification/os1/os1_00211.tif,Other Type,0,vh,unknown,0,/content/drive/MyDrive/classification/os1/os1_00211.tif
